iea_product;iea_flows;REMINDitems_in;REMINDitems_out;REMINDitems_tech;Weight;Comment
NONBIOJETK;EOILGASEX;;;;;
NONBIOJETK;EPOWERPLT;;;;;
NONBIOJETK;EREFINER;;;;;
NONBIOJETK;EXPORTS;;;;;
NONBIOJETK;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOJETK;HEATOUT;;;;;
NONBIOJETK;HEAUTOC;;;;;
NONBIOJETK;HEMAINC;;;;;
NONBIOJETK;HEMAINH;;;;;
NONBIOJETK;IMPORTS;;;;;
NONBIOJETK;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOJETK;IRONSTL;seliqfos;feli_steel;tdli_steel;1;
NONBIOJETK;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOJETK;MAINCHP;;;;;
NONBIOJETK;MAINELEC;;;;;
NONBIOJETK;MANUFACT;;;;;
NONBIOJETK;MARBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIOJETK;MARBUNK;peoil;seliqfos;refliq;-1;
NONBIOJETK;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOJETK;NECHEM;;;;;
NONBIOJETK;NEIND;;;;;
NONBIOJETK;NEINONSPEC;;;;;
NONBIOJETK;NEINTREN;;;;;
NONBIOJETK;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;
NONBIOJETK;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOJETK;NONMET;seliqfos;feli_cement;tdli_cement;1;
NONBIOJETK;ONONSPEC;seliqfos;fehob;tdfoshob;1;
NONBIOJETK;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOJETK;RESIDENT;seliqfos;fehob;tdfoshob;1;
NONBIOJETK;ROAD;seliqfos;fedie;tdfosdie;1;
NONBIOJETK;STATDIFF;;;;;
NONBIOJETK;STOCKCHA;;;;;
NONBIOJETK;TES;;;;;
NONBIOJETK;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOJETK;TFC;peoil;seliqfos;refliq;1;
NONBIOJETK;TOTENGY;;;;;
NONBIOJETK;TOTIND;;;;;
NONBIOJETK;TOTTRANF;;;;;
NONBIOJETK;TOTTRANS;;;;;
NONBIOJETK;TPETCHEM;;;;;
NONBIOJETK;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOJETK;TRANSFER;;;;;
NONBIOJETK;TREFINER;;;;;
NONBIOJETK;TRNONSPE;seliqfos;fedie;tdfosdie;1;
NONBIOJETK;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NONCRUDE;STATDIFF;;;;;
NONCRUDE;TCOKEOVS;;;;;
NONCRUDE;TES;;;;;
NUCLEAR;AUTOCHP;;;;;
NUCLEAR;AUTOELEC;;;;;
NUCLEAR;ELAUTOC;;;;;
NUCLEAR;ELAUTOE;;;;;
NUCLEAR;ELMAINC;;;;;
NUCLEAR;ELMAINE;;;;;
NUCLEAR;ELOUTPUT;peur;seel;tnrs;1;
NUCLEAR;HEATOUT;;;;;
NUCLEAR;HEAUTOC;;;;;
NUCLEAR;HEMAINC;;;;;
NUCLEAR;HEMAINH;;;;;
NUCLEAR;INDPROD;;;;;
NUCLEAR;MAINCHP;;;;;
NUCLEAR;MAINELEC;;;;;
NUCLEAR;MAINHEAT;;;;;
NUCLEAR;TES;;;;;
NUCLEAR;TOTTRANF;;;;;
OBIOLIQ;AGRICULT;seliqbio;feli_otherInd;tdli_otherInd;1;
OBIOLIQ;AUTOCHP;;;;;
OBIOLIQ;AUTOELEC;;;;;
OBIOLIQ;AUTOHEAT;;;;;
OBIOLIQ;CHEMICAL;seliqbio;feli_chemicals;tdli_chemicals;1;
OBIOLIQ;COMMPUB;seliqbio;fehob;tdbiohob;1;
OBIOLIQ;CONSTRUC;seliqbio;feli_otherInd;tdli_otherInd;1;
OBIOLIQ;DISTLOSS;;;;;
OBIOLIQ;EBIOGAS;;;;;
OBIOLIQ;EBKB;;;;;
OBIOLIQ;ELAUTOC;pebiolc;seel;biochp;1;
OBIOLIQ;ELAUTOE;pebiolc;seel;bioigcc;1;
OBIOLIQ;ELMAINC;pebiolc;seel;biochp;1;
OBIOLIQ;ELMAINE;pebiolc;seel;bioigcc;1;
OBIOLIQ;ELOUTPUT;;;;;
OBIOLIQ;ENONSPEC;;;;;
OBIOLIQ;EPOWERPLT;;;;;
OBIOLIQ;EREFINER;;;;;
OBIOLIQ;EXPORTS;;;;;
OBIOLIQ;FOODPRO;seliqbio;feli_otherInd;tdli_otherInd;1;
OBIOLIQ;HEATOUT;;;;;
OBIOLIQ;HEAUTOC;pebiolc;sehe;biochp;1;
OBIOLIQ;HEAUTOH;pebiolc;sehe;biohp;1;
OBIOLIQ;HEMAINC;pebiolc;sehe;biochp;1;
OBIOLIQ;HEMAINH;pebiolc;sehe;biohp;1;
OBIOLIQ;IMPORTS;;;;;
OBIOLIQ;INDPROD;;;;;
OBIOLIQ;INONSPEC;seliqbio;feli_otherInd;tdli_otherInd;1;
OBIOLIQ;IRONSTL;seliqbio;feli_steel;tdli_steel;1;
OBIOLIQ;MACHINE;seliqbio;feli_otherInd;tdli_otherInd;1;
OBIOLIQ;MAINCHP;;;;;
OBIOLIQ;MAINELEC;;;;;
OBIOLIQ;MAINHEAT;;;;;
OBIOLIQ;MANUFACT;;;;;
OBIOLIQ;MINING;seliqbio;feli_otherInd;tdli_otherInd;1;
OBIOLIQ;NONFERR;seliqbio;feli_otherInd;tdli_otherInd;1;
OBIOLIQ;NONMET;seliqbio;feli_cement;tdli_cement;1;
OBIOLIQ;ONONSPEC;seliqbio;fehob;tdbiohob;1;
OBIOLIQ;PAPERPRO;seliqbio;feli_otherInd;tdli_otherInd;1;
OBIOLIQ;RESIDENT;seliqbio;fehob;tdbiohob;1;
OBIOLIQ;ROAD;seliqbio;fepet;tdbiopet;1;
OBIOLIQ;STATDIFF;;;;;
OBIOLIQ;STOCKCHA;;;;;
OBIOLIQ;TES;;;;;
OBIOLIQ;TEXTILES;seliqbio;feli_otherInd;tdli_otherInd;1;
OBIOLIQ;TFC;pebios;seliqbio;bioeths;1;
OBIOLIQ;TOTENGY;;;;;
OBIOLIQ;TOTIND;;;;;
OBIOLIQ;TOTTRANF;;;;;
OBIOLIQ;TOTTRANS;;;;;
OBIOLIQ;TRANSEQ;seliqbio;feli_otherInd;tdli_otherInd;1;
OBIOLIQ;TRANSFER;;;;;
OBIOLIQ;WOODPRO;seliqbio;feli_otherInd;tdli_otherInd;1;
OGASES;EBLASTFUR;pecoal;segafos;coalgas;1;
OGASES;MANUFACT;;;;;
OGASES;STATDIFF;;;;;
OGASES;TBLASTFUR;pecoal;segafos;coalgas;1;
OILSHALE;AUTOCHP;;;;;
OILSHALE;AUTOELEC;;;;;
OILSHALE;AUTOHEAT;;;;;
OILSHALE;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;
OILSHALE;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;
OILSHALE;DISTLOSS;;;;;
OILSHALE;ELAUTOC;;;;;
OILSHALE;ELAUTOE;;;;;
OILSHALE;ELMAINC;;;;;
OILSHALE;ELMAINE;;;;;
OILSHALE;ELOUTPUT;;;;;
OILSHALE;EXPORTS;;;;;
OILSHALE;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;
OILSHALE;HEATOUT;;;;;
OILSHALE;HEAUTOC;;;;;
OILSHALE;HEAUTOH;;;;;
OILSHALE;HEMAINC;;;;;
OILSHALE;HEMAINH;;;;;
OILSHALE;IMPORTS;;;;;
OILSHALE;INDPROD;;;;;
OILSHALE;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;
OILSHALE;IRONSTL;sesofos;feso_steel;tdso_steel;1;
OILSHALE;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;
OILSHALE;MAINCHP;;;;;
OILSHALE;MAINELEC;;;;;
OILSHALE;MAINHEAT;;;;;
OILSHALE;MANUFACT;;;;;
OILSHALE;MINING;sesofos;feso_otherInd;tdso_otherInd;1;
OILSHALE;NEINTREN;;;;;
OILSHALE;NONENUSE;sesofos;feso_chemicals;tdso_chemicals;1;
OILSHALE;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;
OILSHALE;NONMET;sesofos;feso_cement;tdso_cement;1;
OILSHALE;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;
OILSHALE;STATDIFF;;;;;
OILSHALE;STOCKCHA;;;;;
OILSHALE;TCOALLIQ;;;;;
OILSHALE;TES;;;;;
OILSHALE;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;
OILSHALE;TFC;;;;;
OILSHALE;TOTIND;;;;;
OILSHALE;TOTTRANF;;;;;
OILSHALE;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;
OILSHALE;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;
ONONSPEC;AGRICULT;seliqfos;feli_otherInd;tdli_otherInd;1;
ONONSPEC;AUTOCHP;;;;;
ONONSPEC;AUTOELEC;;;;;
ONONSPEC;AUTOHEAT;;;;;
ONONSPEC;AVBUNK;seliqfos;fedie;tdfosdie;-1;
ONONSPEC;AVBUNK;peoil;seliqfos;refliq;-1;
ONONSPEC;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;
ONONSPEC;COMMPUB;seliqfos;fehob;tdfoshob;1;
ONONSPEC;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;
ONONSPEC;DISTLOSS;peoil;seliqfos;refliq;-1;
ONONSPEC;DOMESAIR;seliqfos;fedie;tdfosdie;1;
ONONSPEC;DOMESNAV;seliqfos;fedie;tdfosdie;1;
ONONSPEC;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;
ONONSPEC;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;
ONONSPEC;ELAUTOC;;;;;
ONONSPEC;ELAUTOE;peoil;seel;dot;1;
ONONSPEC;ELMAINC;;;;;
ONONSPEC;ELMAINE;peoil;seel;dot;1;
ONONSPEC;ELOUTPUT;;;;;
ONONSPEC;EMINES;;;;;
ONONSPEC;ENONSPEC;;;;;
ONONSPEC;EOILGASEX;;;;;
ONONSPEC;EPOWERPLT;;;;;
ONONSPEC;EREFINER;;;;;
ONONSPEC;EXPORTS;;;;;
ONONSPEC;FISHING;seliqfos;feli_otherInd;tdli_otherInd;1;
ONONSPEC;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
ONONSPEC;HEATOUT;;;;;
ONONSPEC;HEAUTOC;;;;;
ONONSPEC;HEAUTOH;;;;;
ONONSPEC;HEMAINC;;;;;
ONONSPEC;HEMAINH;;;;;
ONONSPEC;IMPORTS;;;;;
ONONSPEC;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;
ONONSPEC;IRONSTL;seliqfos;feli_steel;tdli_steel;1;
ONONSPEC;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;
ONONSPEC;MAINCHP;;;;;
ONONSPEC;MAINELEC;;;;;
ONONSPEC;MAINHEAT;;;;;
ONONSPEC;MANUFACT;;;;;
ONONSPEC;MARBUNK;seliqfos;fedie;tdfosdie;-1;
ONONSPEC;MARBUNK;peoil;seliqfos;refliq;-1;
ONONSPEC;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;
ONONSPEC;NECHEM;;;;;
ONONSPEC;NECONSTRUC;;;;;
ONONSPEC;NEFOODPRO;;;;;
ONONSPEC;NEIND;;;;;
ONONSPEC;NEINONSPEC;;;;;
ONONSPEC;NEINTREN;;;;;
ONONSPEC;NEIRONSTL;;;;;
ONONSPEC;NEMACHINE;;;;;
ONONSPEC;NEMINING;;;;;
ONONSPEC;NENONFERR;;;;;
ONONSPEC;NENONMET;;;;;
ONONSPEC;NEOTHER;;;;;
ONONSPEC;NEPAPERPRO;;;;;
ONONSPEC;NETEXTILES;;;;;
ONONSPEC;NETRANS;;;;;
ONONSPEC;NETRANSEQ;;;;;
ONONSPEC;NEWOODPRO;;;;;
ONONSPEC;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;
ONONSPEC;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;
ONONSPEC;NONMET;seliqfos;feli_cement;tdli_cement;1;
ONONSPEC;ONONSPEC;seliqfos;fehob;tdfoshob;1;
ONONSPEC;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
ONONSPEC;PIPELINE;;;;;
ONONSPEC;RAIL;seliqfos;fedie;tdfosdie;1;
ONONSPEC;RESIDENT;seliqfos;fehob;tdfoshob;1;
ONONSPEC;ROAD;seliqfos;fepet;tdfospet;1;
ONONSPEC;STATDIFF;;;;;
ONONSPEC;STOCKCHA;;;;;
ONONSPEC;TBLENDGAS;;;;;
ONONSPEC;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;
ONONSPEC;TES;;;;;
ONONSPEC;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;
ONONSPEC;TFC;peoil;seliqfos;refliq;1;
ONONSPEC;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;
ONONSPEC;TNONSPEC;;;;;
ONONSPEC;TOTENGY;;;;;
ONONSPEC;TOTIND;;;;;
ONONSPEC;TOTTRANF;;;;;
ONONSPEC;TOTTRANS;;;;;
ONONSPEC;TPATFUEL;;;;;
ONONSPEC;TPETCHEM;;;;;
ONONSPEC;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;
ONONSPEC;TRANSFER;;;;;
ONONSPEC;TREFINER;;;;;
ONONSPEC;TRNONSPE;seliqfos;fedie;tdfosdie;1;
ONONSPEC;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHER;AUTOCHP;;;;;
OTHER;AUTOELEC;;;;;
OTHER;AUTOHEAT;;;;;
OTHER;ELAUTOC;;;;;
OTHER;ELAUTOE;;;;;
OTHER;ELMAINC;;;;;
OTHER;ELMAINE;;;;;
OTHER;ELOUTPUT;;;;;
OTHER;HEATOUT;;;;;
OTHER;HEAUTOC;;;;;
OTHER;HEAUTOH;;;;;
OTHER;HEMAINC;;;;;
OTHER;HEMAINH;;;;;
OTHER;INDPROD;;;;;
OTHER;MAINCHP;;;;;
OTHER;MAINELEC;;;;;
OTHER;MAINHEAT;;;;;
OTHER;TES;;;;;
OTHER;TOTTRANF;;;;;
OTHKERO;AGRICULT;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHKERO;AUTOCHP;;;;;
OTHKERO;AUTOELEC;;;;;
OTHKERO;AUTOHEAT;;;;;
OTHKERO;AVBUNK;seliqfos;fedie;tdfosdie;-1;
OTHKERO;AVBUNK;peoil;seliqfos;refliq;-1;
OTHKERO;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;
OTHKERO;COMMPUB;seliqfos;fehob;tdfoshob;1;
OTHKERO;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHKERO;DISTLOSS;peoil;seliqfos;refliq;-1;
OTHKERO;DOMESAIR;seliqfos;fedie;tdfosdie;1;
OTHKERO;DOMESNAV;seliqfos;fedie;tdfosdie;1;
OTHKERO;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;
OTHKERO;EGASWKS;;;;;
OTHKERO;ELAUTOC;;;;;
OTHKERO;ELAUTOE;peoil;seel;dot;1;
OTHKERO;ELMAINC;;;;;
OTHKERO;ELMAINE;peoil;seel;dot;1;
OTHKERO;ELOUTPUT;;;;;
OTHKERO;EMINES;;;;;
OTHKERO;ENONSPEC;;;;;
OTHKERO;EOILGASEX;;;;;
OTHKERO;EPOWERPLT;;;;;
OTHKERO;EREFINER;;;;;
OTHKERO;EXPORTS;;;;;
OTHKERO;FISHING;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHKERO;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHKERO;HEATOUT;;;;;
OTHKERO;HEAUTOC;;;;;
OTHKERO;HEMAINC;;;;;
OTHKERO;HEMAINH;;;;;
OTHKERO;IMPORTS;;;;;
OTHKERO;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHKERO;IRONSTL;seliqfos;feli_steel;tdli_steel;1;
OTHKERO;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHKERO;MAINCHP;;;;;
OTHKERO;MAINELEC;;;;;
OTHKERO;MAINHEAT;;;;;
OTHKERO;MANUFACT;;;;;
OTHKERO;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHKERO;NECHEM;;;;;
OTHKERO;NECONSTRUC;;;;;
OTHKERO;NEFOODPRO;;;;;
OTHKERO;NEIND;;;;;
OTHKERO;NEINONSPEC;;;;;
OTHKERO;NEINTREN;;;;;
OTHKERO;NEIRONSTL;;;;;
OTHKERO;NEMACHINE;;;;;
OTHKERO;NEMINING;;;;;
OTHKERO;NENONFERR;;;;;
OTHKERO;NENONMET;;;;;
OTHKERO;NEOTHER;;;;;
OTHKERO;NEPAPERPRO;;;;;
OTHKERO;NETRANS;;;;;
OTHKERO;NETRANSEQ;;;;;
OTHKERO;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;
OTHKERO;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHKERO;NONMET;seliqfos;feli_cement;tdli_cement;1;
OTHKERO;ONONSPEC;seliqfos;fehob;tdfoshob;1;
OTHKERO;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHKERO;PIPELINE;;;;;
OTHKERO;RAIL;seliqfos;fedie;tdfosdie;1;
OTHKERO;RESIDENT;seliqfos;fehob;tdfoshob;1;
OTHKERO;ROAD;seliqfos;fedie;tdfosdie;1;
OTHKERO;STATDIFF;;;;;
OTHKERO;STOCKCHA;;;;;
OTHKERO;TBLENDGAS;;;;;
OTHKERO;TES;;;;;
OTHKERO;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHKERO;TFC;peoil;seliqfos;refliq;1;
OTHKERO;TOTENGY;;;;;
OTHKERO;TOTIND;;;;;
OTHKERO;TOTTRANF;;;;;
OTHKERO;TOTTRANS;;;;;
OTHKERO;TPETCHEM;;;;;
OTHKERO;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;
OTHKERO;TRANSFER;;;;;
OTHKERO;TREFINER;;;;;
OTHKERO;TRNONSPE;seliqfos;fedie;tdfosdie;1;
OTHKERO;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
OVENCOKE;AUTOELEC;;;;;
OVENCOKE;COMMPUB;sesofos;fesob;tdfossob;1;
OVENCOKE;ECOKEOVS;;;;;
OVENCOKE;ELAUTOE;pecoal;seel;pc;1;
OVENCOKE;ELOUTPUT;;;;;
OVENCOKE;ENONSPEC;;;;;
OVENCOKE;EXPORTS;;;;;
OVENCOKE;FOODPRO;;;;;
OVENCOKE;IMPORTS;;;;;
OVENCOKE;INONSPEC;;;;;
OVENCOKE;IRONSTL;;;;;
OVENCOKE;MACHINE;;;;;
OVENCOKE;MANUFACT;;;;;
OVENCOKE;NEINTREN;;;;;
OVENCOKE;NONENUSE;;;;;
OVENCOKE;NONMET;;;;;
OVENCOKE;RESIDENT;sesofos;fesob;tdfossob;1;
OVENCOKE;STATDIFF;;;;;
OVENCOKE;STOCKCHA;;;;;
OVENCOKE;TCOKEOVS;;;;;
OVENCOKE;TES;;;;;
OVENCOKE;TFC;pecoal;sesofos;coaltr;1;
OVENCOKE;TOTENGY;;;;;
OVENCOKE;TOTIND;;;;;
OVENCOKE;TOTTRANF;;;;;
PARWAX;AGRICULT;seliqfos;feli_otherInd;tdli_otherInd;1;
PARWAX;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;
PARWAX;COMMPUB;seliqfos;fehob;tdfoshob;1;
PARWAX;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;
PARWAX;DISTLOSS;peoil;seliqfos;refliq;-1;
PARWAX;ENONSPEC;;;;;
PARWAX;EREFINER;;;;;
PARWAX;EXPORTS;;;;;
PARWAX;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
PARWAX;IMPORTS;;;;;
PARWAX;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;
PARWAX;IRONSTL;seliqfos;feli_steel;tdli_steel;1;
PARWAX;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;
PARWAX;MANUFACT;;;;;
PARWAX;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;
PARWAX;NECHEM;;;;;
PARWAX;NECONSTRUC;;;;;
PARWAX;NEFOODPRO;;;;;
PARWAX;NEIND;;;;;
PARWAX;NEINONSPEC;;;;;
PARWAX;NEINTREN;;;;;
PARWAX;NEIRONSTL;;;;;
PARWAX;NEMACHINE;;;;;
PARWAX;NEMINING;;;;;
PARWAX;NENONFERR;;;;;
PARWAX;NENONMET;;;;;
PARWAX;NEOTHER;;;;;
PARWAX;NEPAPERPRO;;;;;
PARWAX;NETEXTILES;;;;;
PARWAX;NETRANS;;;;;
PARWAX;NETRANSEQ;;;;;
PARWAX;NEWOODPRO;;;;;
PARWAX;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;
PARWAX;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;
PARWAX;NONMET;seliqfos;feli_cement;tdli_cement;1;
PARWAX;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
PARWAX;RESIDENT;seliqfos;fehob;tdfoshob;1;
PARWAX;STATDIFF;;;;;
PARWAX;STOCKCHA;;;;;
PARWAX;TES;;;;;
PARWAX;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;
PARWAX;TFC;peoil;seliqfos;refliq;1;
PARWAX;TOTENGY;;;;;
PARWAX;TOTIND;;;;;
PARWAX;TOTTRANF;;;;;
PARWAX;TOTTRANS;;;;;
PARWAX;TPETCHEM;;;;;
PARWAX;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;
PARWAX;TRANSFER;;;;;
PARWAX;TREFINER;;;;;
PARWAX;TRNONSPE;seliqfos;fedie;tdfosdie;1;
PARWAX;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
PATFUEL;AGRICULT;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;AUTOCHP;;;;;
PATFUEL;AUTOELEC;;;;;
PATFUEL;AUTOHEAT;;;;;
PATFUEL;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;
PATFUEL;COMMPUB;sesofos;fesob;tdfossob;1;
PATFUEL;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;DISTLOSS;pecoal;sesofos;coaltr;-1;
PATFUEL;DOMESNAV;;;;;
PATFUEL;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;
PATFUEL;ECOKEOVS;;;;;
PATFUEL;EGASWKS;;;;;
PATFUEL;ELAUTOC;pecoal;seel;coalchp;1;
PATFUEL;ELAUTOE;pecoal;seel;pc;1;
PATFUEL;ELMAINC;pecoal;seel;coalchp;1;
PATFUEL;ELMAINE;pecoal;seel;pc;1;
PATFUEL;ELOUTPUT;;;;;
PATFUEL;EMINES;;;;;
PATFUEL;EPATFUEL;;;;;
PATFUEL;EPOWERPLT;;;;;
PATFUEL;EREFINER;;;;;
PATFUEL;EXPORTS;;;;;
PATFUEL;FISHING;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;HEATOUT;;;;;
PATFUEL;HEAUTOC;pecoal;sehe;coalchp;1;
PATFUEL;HEAUTOH;pecoal;sehe;coalhp;1;
PATFUEL;HEMAINC;pecoal;sehe;coalchp;1;
PATFUEL;HEMAINH;pecoal;sehe;coalhp;1;
PATFUEL;IMPORTS;;;;;
PATFUEL;INDPROD;;;;;
PATFUEL;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;IRONSTL;sesofos;feso_steel;tdso_steel;1;
PATFUEL;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;MAINCHP;;;;;
PATFUEL;MAINELEC;;;;;
PATFUEL;MAINHEAT;;;;;
PATFUEL;MANUFACT;;;;;
PATFUEL;MARBUNK;;;;;
PATFUEL;MINING;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;NEINTREN;;;;;
PATFUEL;NONENUSE;sesofos;feso_chemicals;tdso_chemicals;1;
PATFUEL;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;NONMET;sesofos;feso_cement;tdso_cement;1;
PATFUEL;ONONSPEC;sesofos;fesob;tdfossob;1;
PATFUEL;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;RESIDENT;sesofos;fesob;tdfossob;1;
PATFUEL;STATDIFF;;;;;
PATFUEL;STOCKCHA;;;;;
PATFUEL;TBKB;;;;;
PATFUEL;TBLASTFUR;sesofos;feso_steel;tdso_steel;-1;
PATFUEL;TBLASTFUR;pecoal;sesofos;coaltr;-1;
PATFUEL;TCOALLIQ;;;;;
PATFUEL;TCOKEOVS;;;;;
PATFUEL;TES;;;;;
PATFUEL;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;TFC;pecoal;sesofos;coaltr;1;
PATFUEL;TGASWKS;;;;;
PATFUEL;TOTENGY;;;;;
PATFUEL;TOTIND;;;;;
PATFUEL;TOTTRANF;;;;;
PATFUEL;TOTTRANS;;;;;
PATFUEL;TPATFUEL;;;;;
PATFUEL;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;
PATFUEL;TRANSFER;;;;;
PATFUEL;TREFINER;;;;;
PATFUEL;TRNONSPE;;;;;
PATFUEL;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;
PEAT;AGRICULT;sesofos;feso_otherInd;tdso_otherInd;1;
PEAT;AUTOCHP;;;;;
PEAT;AUTOELEC;;;;;
PEAT;AUTOHEAT;;;;;
PEAT;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;
PEAT;COMMPUB;sesofos;fesob;tdfossob;1;
PEAT;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;
PEAT;DISTLOSS;pecoal;sesofos;coaltr;-1;
PEAT;EBKB;;;;;
PEAT;ELAUTOC;pecoal;seel;coalchp;1;
PEAT;ELAUTOE;pecoal;seel;pc;1;
PEAT;ELMAINC;pecoal;seel;coalchp;1;
PEAT;ELMAINE;pecoal;seel;pc;1;
PEAT;ELOUTPUT;;;;;
PEAT;EMINES;;;;;
PEAT;ENONSPEC;;;;;
PEAT;EPOWERPLT;;;;;
PEAT;EXPORTS;;;;;
PEAT;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;
PEAT;HEATOUT;;;;;
PEAT;HEAUTOC;pecoal;sehe;coalchp;1;
PEAT;HEAUTOH;pecoal;sehe;coalhp;1;
PEAT;HEMAINC;pecoal;sehe;coalchp;1;
PEAT;HEMAINH;pecoal;sehe;coalhp;1;
PEAT;IMPORTS;;;;;
PEAT;INDPROD;;;;;
PEAT;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;
PEAT;IRONSTL;sesofos;feso_steel;tdso_steel;1;
PEAT;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;
PEAT;MAINCHP;;;;;
PEAT;MAINELEC;;;;;
PEAT;MAINHEAT;;;;;
PEAT;MANUFACT;;;;;
PEAT;MINING;sesofos;feso_otherInd;tdso_otherInd;1;
PEAT;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;
PEAT;NONMET;sesofos;feso_cement;tdso_cement;1;
